NULL,NULL,256322-1,45473-2,19,12
NULL,NULL,256323-2,256309-0,1216,1209
NULL,NULL,5429-128,269526-128,1872,1865
NULL,NULL,239514-2,5401-129,414,407
NULL,NULL,256306-2,256311-1,41,34
NULL,NULL,256310-1,264679-129,302,295
NULL,NULL,239511-0,239514-0,643,636
NULL,NULL,239514-0,239561-2,153,146
NULL,NULL,256312-2,277404-130,610,603
NULL,NULL,256304-0,256320-1,332,325
NULL,NULL,256314-1,256320-1,69,62
NULL,NULL,256317-0,256324-2,46,39
NULL,NULL,256296-2,256312-1,283,276
NULL,NULL,269517-130,45436-2,465,458
NULL,NULL,269516-129,5426-129,296,289
NULL,NULL,239560-2,256491-2,531,524
NULL,NULL,256499-130,256299-0,845,838
NULL,NULL,5429-128,277254-128,128,121
NULL,NULL,5427-130,269517-130,652,645
NULL,NULL,5432-128,256492-0,88,81
NULL,NULL,264678-128,239513-2,3727,3720
NULL,NULL,256324-0,45473-1,365,358
NULL,NULL,239559-1,5399-130,2775,2768
NULL,NULL,256323-1,256500-2,1012,1005
NULL,NULL,256322-1,256312-2,3374,3367
NULL,NULL,256322-0,256324-1,525,518
NULL,NULL,256313-0,256305-2,205,198
NULL,NULL,5627-144,256305-2,178,171
NULL,NULL,256301-2,45514-0,5925,5918
NULL,NULL,5427-129,45436-1,188,181
NULL,NULL,256495-1,256319-1,331,324
NULL,NULL,5427-129,45436-0,87,80
NULL,NULL,239562-0,239557-2,652,645
NULL,NULL,256318-1,256296-0,108,101
NULL,NULL,256313-0,256305-1,141,134
NULL,NULL,5401-128,256307-2,1794,1787
NULL,NULL,256310-0,5399-129,2487,2480
NULL,NULL,269516-128,264296-130,362,355
NULL,NULL,5424-130,45514-1,3786,3779
NULL,NULL,256321-1,256324-1,281,274
NULL,NULL,256495-2,256312-0,3352,3345
NULL,NULL,256320-0,256308-0,146,139
NULL,NULL,269516-130,5433-130,313,306
NULL,NULL,256296-0,256319-1,316,309
NULL,NULL,256321-0,256324-2,945,938
NULL,NULL,256317-0,264661-129,24,17
NULL,NULL,239560-1,256491-1,442,435
NULL,NULL,45502-0,256314-0,59,52
NULL,NULL,256491-1,239560-2,1375,1368
NULL,NULL,256316-2,256305-2,428,421
NULL,NULL,239513-1,239514-1,731,724
NULL,NULL,256303-2,256298-1,449,442
NULL,NULL,256495-0,45473-1,243,236
NULL,NULL,277254-129,5429-128,687,680
NULL,NULL,256320-2,256500-2,51,44
NULL,NULL,256305-0,256316-2,125,118
NULL,NULL,256301-0,256323-1,62,55
NULL,NULL,239514-0,239561-1,189,182
NULL,NULL,5431-128,256316-0,2142,2135
NULL,NULL,264558-130,5421-130,2308,2301
NULL,NULL,256491-0,256296-0,462,455
NULL,NULL,256318-0,256491-0,143,136
NULL,NULL,256491-1,264678-129,519,512
NULL,NULL,256492-0,256318-0,289,282
NULL,NULL,269526-128,256299-0,422,415
NULL,NULL,277400-130,239561-0,129,122
NULL,NULL,239515-1,239562-0,250,243
NULL,NULL,256299-0,269526-129,194,187
NULL,NULL,256319-1,256312-0,294,287
NULL,NULL,5399-129,256310-0,2508,2501
NULL,NULL,256313-2,256305-2,135,128
NULL,NULL,277254-130,264521-129,22,15
NULL,NULL,256301-2,256299-1,1340,1334
NULL,NULL,256296-0,256318-2,419,413
NULL,NULL,239564-2,239559-2,302,296
NULL,NULL,5426-129,45463-2,241,235
NULL,NULL,256296-0,256492-0,111,105
NULL,NULL,256618-16,256495-2,100,94
NULL,NULL,256491-2,256296-1,2720,2714
NULL,NULL,45473-1,256495-1,53,47
NULL,NULL,256307-2,239560-1,74,68
NULL,NULL,264679-128,256310-2,390,384
NULL,NULL,47169-16,256305-2,133,127
NULL,NULL,256302-2,5425-128,642,636
NULL,NULL,264558-129,256321-1,148,142
NULL,NULL,239512-0,256309-0,801,795
NULL,NULL,256300-0,5401-129,364,358
NULL,NULL,256494-0,256310-1,394,388
NULL,NULL,256296-2,264678-128,391,385
NULL,NULL,256308-1,256298-1,319,313
NULL,NULL,277400-130,5432-129,1840,1834
NULL,NULL,256310-1,256306-1,178,172
NULL,NULL,5400-128,239515-1,228,222
NULL,NULL,239563-0,5399-130,1604,1598
NULL,NULL,277400-128,5431-130,855,849
NULL,NULL,256492-2,264678-129,6,0
NULL,NULL,239561-2,239513-2,144,138
NULL,NULL,256296-2,277404-128,121,115
NULL,NULL,256301-1,256499-128,17,11
NULL,NULL,256315-0,239562-0,2210,2204
NULL,NULL,277352-128,239511-2,6,0
NULL,NULL,256496-1,256324-1,24,18
NULL,NULL,256301-0,256499-130,1183,1177
NULL,NULL,256311-0,256314-1,169,163
NULL,NULL,239560-0,264678-128,703,697
NULL,NULL,256321-0,5417-128,523,517
NULL,NULL,5425-130,5424-130,40,34
NULL,NULL,45473-0,264598-130,536,530
NULL,NULL,277279-129,5561-129,189,183
NULL,NULL,5423-130,277279-129,727,721
NULL,NULL,5432-129,256492-0,276,270
NULL,NULL,5399-130,256310-0,379,373
NULL,NULL,277279-128,5423-128,192,186
NULL,NULL,256307-2,256296-1,100,94
NULL,NULL,5433-128,256320-1,729,723
NULL,NULL,256299-2,256301-2,432,426
NULL,NULL,239564-0,239563-2,2030,2024
NULL,NULL,45514-1,256301-1,166,160
NULL,NULL,256500-2,256311-2,9,3
NULL,NULL,256305-2,47169-16,86,80
NULL,NULL,256313-2,256311-1,89,83
NULL,NULL,45514-1,256301-2,3836,3830
NULL,NULL,239515-1,239514-1,556,550
NULL,NULL,256318-2,256319-0,319,313
NULL,NULL,239560-1,5398-130,26,20
NULL,NULL,5424-129,256301-1,104,98
NULL,NULL,5401-128,277347-128,14,8
NULL,NULL,264679-128,5400-130,891,885
NULL,NULL,5399-130,256310-2,342,336
NULL,NULL,256321-0,256324-1,409,403
NULL,NULL,269526-130,5429-128,859,853
NULL,NULL,47206-16,256322-2,121,115
NULL,NULL,277356-128,277361-128,798,792
NULL,NULL,256500-1,256320-1,244,238
NULL,NULL,256304-0,5433-130,2696,2690
NULL,NULL,256308-0,5433-130,435,429
NULL,NULL,256310-2,256494-0,575,569
NULL,NULL,277404-128,256312-2,740,734
NULL,NULL,5400-129,256315-1,392,386
NULL,NULL,256296-1,239560-1,165,159
NULL,NULL,239514-0,239511-2,306,300
NULL,NULL,256311-1,256298-0,66,60
NULL,NULL,256311-0,256306-0,45,39
NULL,NULL,5424-128,5425-130,30,24
NULL,NULL,256312-2,256497-2,50,44
NULL,NULL,239557-2,239562-0,563,557
NULL,NULL,5401-128,239514-0,710,704
NULL,NULL,45473-1,256324-0,408,402
NULL,NULL,256304-0,256308-1,1468,1462
NULL,NULL,256299-2,239512-2,1159,1153
NULL,NULL,239558-1,239559-0,517,511
NULL,NULL,256296-2,277404-129,123,117
NULL,NULL,256320-0,256500-0,360,354
NULL,NULL,45502-2,256498-2,68,62
NULL,NULL,239512-0,256309-2,7952,7946
NULL,NULL,256306-0,256313-1,17,11
NULL,NULL,5427-130,277279-128,219,213
NULL,NULL,256301-1,5425-128,118,112
NULL,NULL,256319-1,256296-0,121,115
NULL,NULL,256495-1,256491-2,38,32
NULL,NULL,256309-1,256298-0,316,310
NULL,NULL,264558-130,277421-129,43,37
NULL,NULL,256304-0,256303-0,790,784
NULL,NULL,256305-0,5431-129,444,438
NULL,NULL,256496-1,45477-2,173,167
NULL,NULL,239565-1,277404-129,396,390
NULL,NULL,256317-1,264270-130,129,123
NULL,NULL,256500-1,256298-0,2499,2493
NULL,NULL,256311-2,256320-1,6,0
NULL,NULL,256311-2,256305-2,191,185
NULL,NULL,256491-1,256307-2,570,565
NULL,NULL,239511-1,264678-129,57,52
NULL,NULL,269526-130,5429-130,664,659
NULL,NULL,239562-0,239514-1,1178,1173
NULL,NULL,239511-2,5401-130,6,1
NULL,NULL,239514-1,239562-2,4512,4507
NULL,NULL,256314-1,256308-0,113,108
NULL,NULL,264679-129,264521-129,11,6
NULL,NULL,256323-1,239512-1,563,558
NULL,NULL,5522-144,239514-0,66,61
NULL,NULL,45473-1,256495-2,73,68
NULL,NULL,45477-2,256318-2,1232,1227
NULL,NULL,277352-128,277254-128,7,2
NULL,NULL,264558-129,5421-129,518,513
NULL,NULL,239558-0,277400-130,86,81
NULL,NULL,256321-0,45473-1,51,46
NULL,NULL,5417-130,264558-129,162,157
NULL,NULL,6567-144,256313-2,131,126
NULL,NULL,256314-1,45502-0,328,323
NULL,NULL,239513-1,256492-1,250,245
NULL,NULL,256320-1,256500-1,248,243
NULL,NULL,256310-1,256305-2,109,104
NULL,NULL,256299-0,45514-0,119,114
NULL,NULL,239558-0,239561-1,609,604
NULL,NULL,256301-2,256299-2,446,441
NULL,NULL,45473-2,264598-130,273,268
NULL,NULL,256308-1,256304-0,981,976
NULL,NULL,256321-1,256324-2,728,723
NULL,NULL,256312-0,277404-129,44,39
NULL,NULL,239513-2,239511-2,170,165
NULL,NULL,5426-128,264296-129,62,57
NULL,NULL,239515-1,239557-0,264,259
NULL,NULL,5432-128,277400-130,680,675
NULL,NULL,277279-128,264309-128,88,83
NULL,NULL,256495-0,256322-1,117,112
NULL,NULL,256618-16,256322-1,100,95
NULL,NULL,256310-1,239557-1,44,39
NULL,NULL,45502-2,256308-1,28,23
NULL,NULL,256314-1,256311-0,127,122
NULL,NULL,256314-2,256498-0,173,168
NULL,NULL,269370-144,256492-1,20,15
NULL,NULL,256309-0,256500-1,415,410
NULL,NULL,269516-129,45463-0,77,72
NULL,NULL,239561-2,239515-2,685,680
NULL,NULL,277400-129,5432-129,88,83
NULL,NULL,256312-0,277403-130,19,14
NULL,NULL,5427-128,5426-130,805,800
NULL,NULL,277400-129,239561-0,144,139
NULL,NULL,277265-144,256497-2,223,218
NULL,NULL,256322-0,256497-0,51,46
NULL,NULL,5431-129,256314-1,48,43
NULL,NULL,256499-128,256298-0,1214,1209
NULL,NULL,277279-129,5423-130,819,814
NULL,NULL,5427-129,269517-128,335,330
NULL,NULL,269517-129,45463-2,69,64
NULL,NULL,256315-1,5429-128,25,20
NULL,NULL,45477-2,256296-0,284,279
NULL,NULL,256306-2,5399-130,27,22
NULL,NULL,256302-1,5425-128,1700,1695
NULL,NULL,5401-128,239514-2,78,73
NULL,NULL,256319-0,256491-2,101,96
NULL,NULL,239560-1,264678-129,1602,1597
NULL,NULL,256314-1,256320-2,241,236
NULL,NULL,256306-2,5399-129,2840,2835
NULL,NULL,256301-1,45514-1,160,155
NULL,NULL,239563-1,256305-2,2377,2372
NULL,NULL,256310-0,264679-128,63,58
NULL,NULL,5424-128,45514-0,153,148
NULL,NULL,277279-129,269517-130,154,149
NULL,NULL,256313-0,256306-1,484,479
NULL,NULL,5427-130,5426-130,84,79
NULL,NULL,239511-1,5401-129,159,154
NULL,NULL,256302-2,5427-130,393,388
NULL,NULL,239514-2,239562-1,581,576
NULL,NULL,45502-0,256314-1,313,308
NULL,NULL,256495-2,256497-0,281,276
NULL,NULL,5522-144,239513-2,19,14
NULL,NULL,264521-128,269526-128,643,638
NULL,NULL,264679-128,239564-1,28,23
NULL,NULL,256313-2,256311-0,586,581
NULL,NULL,256310-2,256315-1,74,69
NULL,NULL,256324-2,256317-0,260,255
NULL,NULL,256319-2,256491-2,38,33
NULL,NULL,256314-1,256498-1,146,141
NULL,NULL,256310-2,5400-129,827,822
NULL,NULL,256308-0,256320-1,516,511
NULL,NULL,256494-0,264679-128,157,152
NULL,NULL,45514-1,5424-130,2414,2409
NULL,NULL,239560-2,264678-128,1387,1382
NULL,NULL,5426-129,5427-129,126,121
NULL,NULL,256306-0,239564-1,2043,2038
NULL,NULL,5424-128,256299-1,177,172
NULL,NULL,5426-130,5425-128,37,32
NULL,NULL,256316-2,256305-1,1741,1736
NULL,NULL,256494-0,5400-129,209,204
NULL,NULL,256308-1,45502-1,93,88
NULL,NULL,264678-128,256491-1,683,678
NULL,NULL,256492-1,256296-1,58,53
NULL,NULL,5399-130,5400-128,547,542
NULL,NULL,45543-16,256307-1,607,602
NULL,NULL,256491-0,256318-2,477,472
NULL,NULL,239512-1,256299-0,379,374
NULL,NULL,256305-1,256313-0,62,57
NULL,NULL,256298-0,256499-128,1367,1362
NULL,NULL,269517-128,45463-2,154,149
NULL,NULL,256318-2,256296-0,302,297
NULL,NULL,256495-2,239565-2,394,389
NULL,NULL,256311-0,256323-2,197,192
NULL,NULL,256311-1,256313-2,106,101
NULL,NULL,277254-130,5401-130,128,123
NULL,NULL,45473-1,256322-0,306,301
NULL,NULL,256303-0,5433-130,429,424
NULL,NULL,256317-0,264558-128,734,729
NULL,NULL,47114-16,239559-0,336,331
NULL,NULL,256497-2,256322-1,724,719
NULL,NULL,256305-0,5399-130,11,6
NULL,NULL,256313-0,256314-0,489,484
NULL,NULL,5400-129,256310-2,830,825
NULL,NULL,256319-0,256318-1,77,72
NULL,NULL,256306-1,256310-0,73,68
NULL,NULL,239557-1,256310-2,483,478
NULL,NULL,239562-1,264679-128,564,559
NULL,NULL,256317-1,256322-2,221,216
NULL,NULL,256491-2,256319-1,415,410
NULL,NULL,256497-1,256496-0,30,25
NULL,NULL,256300-1,5401-129,793,788
NULL,NULL,45473-1,256324-1,107,102
NULL,NULL,239514-0,5401-128,757,752
NULL,NULL,5429-130,277254-129,63,58
NULL,NULL,239557-1,239515-1,23,18
NULL,NULL,269516-130,45502-2,19,14
NULL,NULL,256320-2,256323-2,20,15
NULL,NULL,264679-128,256315-1,480,475
NULL,NULL,6561-144,256299-1,50,46
NULL,NULL,5431-129,256305-0,258,254
NULL,NULL,239514-0,239558-0,41,37
NULL,NULL,5433-128,269516-129,98,94
NULL,NULL,239514-2,239511-1,367,363
NULL,NULL,256494-0,256299-0,13,9
NULL,NULL,239513-2,256602-16,475,471
NULL,NULL,239513-2,5401-128,564,560
NULL,NULL,5424-129,256302-2,114,110
NULL,NULL,256323-2,256311-1,138,134
NULL,NULL,239563-2,239559-1,4892,4888
NULL,NULL,256491-1,239560-0,2230,2226
NULL,NULL,256323-1,239512-0,283,279
NULL,NULL,239561-2,239515-0,322,318
NULL,NULL,256308-2,5433-130,100,96
NULL,NULL,256492-0,256491-0,375,371
NULL,NULL,256307-0,239560-1,151,147
NULL,NULL,5400-129,264679-128,524,520
NULL,NULL,239513-2,239514-2,82,78
NULL,NULL,256311-2,256313-2,49,45
NULL,NULL,256307-0,256492-1,30,26
NULL,NULL,256305-2,239563-1,2140,2136
NULL,NULL,5522-144,264678-129,78,74
NULL,NULL,239565-1,256491-1,50,46
NULL,NULL,239565-1,277403-128,81,77
NULL,NULL,5431-129,256314-0,366,362
NULL,NULL,264521-130,5429-128,1731,1727
NULL,NULL,256310-1,256494-2,239,235
NULL,NULL,239564-1,5399-130,372,368
NULL,NULL,239561-0,239514-0,26,22
NULL,NULL,264521-129,277254-128,350,346
NULL,NULL,256304-0,269516-130,37,33
NULL,NULL,256319-1,264678-128,29,25
NULL,NULL,277404-128,256319-1,26,22
NULL,NULL,239514-1,239562-0,1077,1073
NULL,NULL,239511-1,5401-130,45,41
NULL,NULL,45514-1,256299-2,106,102
NULL,NULL,5433-130,256308-0,892,888
NULL,NULL,277400-129,239558-1,863,859
NULL,NULL,5400-128,5399-130,604,600
NULL,NULL,264679-129,256315-1,48,44
NULL,NULL,256308-2,256500-1,460,456
NULL,NULL,45514-1,239512-2,190,186
NULL,NULL,256296-1,256307-2,100,96
NULL,NULL,256319-0,256491-0,135,131
NULL,NULL,277254-130,277404-128,49,45
NULL,NULL,256320-2,256314-1,260,256
NULL,NULL,256296-2,256312-0,517,513
NULL,NULL,256322-2,256324-1,239,235
NULL,NULL,6567-144,256306-2,73,69
NULL,NULL,239515-2,256307-0,9,5
NULL,NULL,5429-130,45353-0,41,37
NULL,NULL,256495-1,256296-2,67,63
NULL,NULL,264558-130,256317-2,1541,1537
NULL,NULL,256325-1,5431-129,105,101
NULL,NULL,45502-1,5433-130,232,228
NULL,NULL,256323-1,256298-1,27,23
NULL,NULL,239560-0,256491-1,2160,2156
NULL,NULL,256296-0,256318-1,135,131
NULL,NULL,264678-129,239560-2,66,62
NULL,NULL,256310-2,239557-1,489,485
NULL,NULL,256306-0,5399-130,86,82
NULL,NULL,256310-0,239564-1,463,459
NULL,NULL,256313-2,256323-0,282,278
NULL,NULL,45514-0,269526-130,327,323
NULL,NULL,239511-0,239513-2,1350,1346
NULL,NULL,256312-0,277404-128,61,57
NULL,NULL,256317-2,5421-129,179,175
NULL,NULL,269517-130,5423-130,257,253
NULL,NULL,5429-130,269526-129,1231,1227
NULL,NULL,256314-1,256311-1,16,12
NULL,NULL,256318-1,269371-144,7,3
NULL,NULL,256301-1,5424-128,206,202
NULL,NULL,256321-0,256324-0,73,69
NULL,NULL,256491-0,256319-0,184,180
NULL,NULL,269526-129,5429-130,1273,1269
NULL,NULL,264521-128,264679-130,2373,2369
NULL,NULL,5433-130,256500-0,236,232
NULL,NULL,256494-0,239512-2,125,121
NULL,NULL,256494-0,256309-2,4991,4987
NULL,NULL,256322-0,45473-1,366,362
NULL,NULL,256308-2,256500-2,975,971
NULL,NULL,256306-2,239564-1,2857,2853
NULL,NULL,239558-1,256492-1,215,211
NULL,NULL,239511-1,239514-2,319,315
NULL,NULL,5432-129,277400-129,85,81
NULL,NULL,5424-129,277279-128,880,876
NULL,NULL,239515-2,239514-0,159,155
NULL,NULL,256322-1,256312-0,278,274
NULL,NULL,256495-0,256618-16,990,986
NULL,NULL,256491-1,256492-0,51,47
NULL,NULL,45565-16,256310-1,388,384
NULL,NULL,256496-1,256319-1,31,27
NULL,NULL,45514-1,5424-129,543,539
NULL,NULL,264679-130,45514-0,21,17
NULL,NULL,256300-1,5401-130,161,157
NULL,NULL,256306-0,256310-0,184,180
NULL,NULL,264679-128,256310-0,54,50
NULL,NULL,6561-144,45514-1,75,71
NULL,NULL,5424-128,45514-1,2543,2539
NULL,NULL,256317-1,5417-130,555,551
NULL,NULL,239514-1,239557-2,536,532
NULL,NULL,5400-128,239557-1,1275,1271
NULL,NULL,5429-130,264521-130,11,7
NULL,NULL,45502-1,256308-1,72,68
NULL,NULL,239512-1,256494-2,6,2
NULL,NULL,256618-16,256491-2,51,47
NULL,NULL,5399-130,239559-0,587,583
NULL,NULL,256306-2,256309-0,177,173
NULL,NULL,5431-128,277400-128,323,319
NULL,NULL,5429-129,277254-129,569,565
NULL,NULL,256319-2,256495-2,114,110
NULL,NULL,256310-0,256309-0,237,233
NULL,NULL,256322-2,256317-1,83,79
NULL,NULL,256312-0,256497-2,446,442
NULL,NULL,256312-0,256319-2,37,33
NULL,NULL,264679-129,264521-128,270,266
NULL,NULL,256319-1,256497-0,418,414
NULL,NULL,239565-0,264678-130,1615,1611
NULL,NULL,256497-0,45473-2,25,21
NULL,NULL,239564-0,5400-128,555,551
NULL,NULL,239564-2,5399-129,436,432
NULL,NULL,256303-1,5427-128,77,73
NULL,NULL,256301-2,45514-1,1425,1421
NULL,NULL,256315-2,5400-129,45,41
NULL,NULL,45473-1,256497-1,126,122
NULL,NULL,256323-0,256500-1,358,354
NULL,NULL,264679-128,256494-1,23,19
NULL,NULL,269526-128,256494-0,16,12
NULL,NULL,256307-0,239515-1,34,30
NULL,NULL,256320-0,256498-1,56,52
NULL,NULL,256314-1,256498-0,703,699
NULL,NULL,256299-0,256323-2,25,21
NULL,NULL,239561-0,256492-2,567,563
NULL,NULL,256312-0,256495-0,331,327
NULL,NULL,5399-128,277400-130,164,160
NULL,NULL,264521-130,269526-128,1792,1788
NULL,NULL,256492-0,239560-0,11,7
NULL,NULL,256310-2,239557-0,113,109
NULL,NULL,5400-128,239564-0,636,632
NULL,NULL,269516-129,5426-128,1037,1033
NULL,NULL,256299-0,239512-1,432,428
NULL,NULL,256322-2,256324-2,585,581
NULL,NULL,45514-2,5424-130,712,708
NULL,NULL,256306-2,5431-129,25,21
NULL,NULL,256500-2,5433-130,63,59
NULL,NULL,239512-2,45514-0,892,888
NULL,NULL,5401-130,256300-0,1014,1010
NULL,NULL,239562-2,264679-130,2647,2643
NULL,NULL,256500-2,256313-1,38,34
NULL,NULL,239562-1,264679-130,2526,2522
NULL,NULL,277265-144,277404-130,41,37
NULL,NULL,256312-0,277404-130,49,45
NULL,NULL,239564-1,256310-0,418,414
NULL,NULL,256310-1,5400-129,47,43
NULL,NULL,5425-130,256301-2,21,17
NULL,NULL,256298-1,256301-1,148,144
NULL,NULL,239514-0,239511-0,614,610
NULL,NULL,256307-1,5401-128,748,744
NULL,NULL,256492-1,239558-0,279,275
NULL,NULL,239514-0,239513-0,94,90
NULL,NULL,239511-2,239513-2,134,130
NULL,NULL,239558-1,277400-129,847,843
NULL,NULL,5427-128,256302-1,615,611
NULL,NULL,45473-1,256497-2,282,278
NULL,NULL,256500-0,5433-130,190,186
NULL,NULL,256303-1,5433-130,176,172
NULL,NULL,239561-1,256307-1,166,162
NULL,NULL,239512-2,5429-130,286,282
NULL,NULL,256500-0,256320-0,417,413
NULL,NULL,256307-1,256296-1,176,172
NULL,NULL,239560-0,256296-2,791,787
NULL,NULL,239557-0,5400-128,403,399
NULL,NULL,239559-2,239558-1,75,71
NULL,NULL,239565-0,256491-1,426,422
NULL,NULL,256319-0,45477-0,23,19
NULL,NULL,256500-2,256320-2,54,50
NULL,NULL,45473-1,256496-2,49,46
NULL,NULL,256319-1,256491-2,513,510
NULL,NULL,256320-2,256313-2,6,3
NULL,NULL,239512-2,256309-1,97,94
NULL,NULL,5427-129,5426-129,164,161
NULL,NULL,256310-2,5399-130,346,343
NULL,NULL,264521-128,256494-2,143,140
NULL,NULL,5423-128,5425-128,724,721
NULL,NULL,5424-129,5425-128,17,14
NULL,NULL,256319-1,239565-2,51,48
NULL,NULL,256306-2,239564-0,197,194
NULL,NULL,5431-130,277400-129,413,410
NULL,NULL,5427-130,269517-128,500,497
NULL,NULL,256497-1,45473-1,150,147
NULL,NULL,239558-0,5432-130,38,35
NULL,NULL,256305-0,256306-0,116,113
NULL,NULL,269516-130,256303-2,8,5
NULL,NULL,239515-0,239561-2,352,349
NULL,NULL,256498-0,256314-1,798,795
NULL,NULL,256298-1,239512-1,10,7
NULL,NULL,256315-0,264679-129,13,10
NULL,NULL,45502-0,6462-128,143,140
NULL,NULL,256303-1,5426-130,233,230
NULL,NULL,277400-130,5432-128,618,615
NULL,NULL,256324-1,256322-0,398,395
NULL,NULL,239558-2,239513-1,61,58
NULL,NULL,256319-0,264678-130,9,6
NULL,NULL,256296-0,256491-1,34,31
NULL,NULL,239565-2,256491-1,561,558
NULL,NULL,256497-2,277404-130,25,22
NULL,NULL,256311-0,256320-2,126,123
NULL,NULL,5425-128,5427-128,194,191
NULL,NULL,256498-1,5427-128,83,80
NULL,NULL,256312-0,256322-1,304,301
NULL,NULL,5433-130,256500-2,42,39
NULL,NULL,277279-128,256299-1,33,30
NULL,NULL,256320-0,256311-0,23,20
NULL,NULL,5425-128,256301-1,61,58
NULL,NULL,5433-130,256498-1,11,8
NULL,NULL,5426-130,256304-1,160,157
NULL,NULL,256500-2,256309-1,35,32
NULL,NULL,256306-0,5399-129,3205,3202
NULL,NULL,239564-2,256310-0,1374,1371
NULL,NULL,47206-16,256495-0,14,11
NULL,NULL,256296-1,277404-128,16,13
NULL,NULL,239561-0,277400-129,100,97
NULL,NULL,256307-2,264309-128,13,10
NULL,NULL,239515-1,239513-0,178,175
NULL,NULL,277356-128,256602-16,18,15
NULL,NULL,45473-2,256324-1,63,60
NULL,NULL,256323-2,256299-0,45,42
NULL,NULL,45543-16,239561-2,28,25
NULL,NULL,264679-129,256310-1,325,322
NULL,NULL,256492-0,239561-0,267,264
NULL,NULL,239513-2,239511-1,274,271
NULL,NULL,277254-130,239562-1,4,1
NULL,NULL,256309-0,256499-130,3,0
NULL,NULL,277400-128,239563-0,240,237
NULL,NULL,256308-0,256311-1,57,54
NULL,NULL,45473-1,256321-2,3,0
NULL,NULL,269516-129,5433-128,79,76
NULL,NULL,5426-130,256304-0,7,4
NULL,NULL,256319-1,239560-2,192,189
NULL,NULL,277400-130,5399-128,161,158
NULL,NULL,5427-129,269517-129,43,40
NULL,NULL,256302-1,256303-0,11,8
NULL,NULL,45473-1,45477-0,909,906
NULL,NULL,269517-128,5427-128,216,213
NULL,NULL,239563-0,239558-1,714,711
NULL,NULL,256500-0,256314-2,61,58
NULL,NULL,5433-128,256500-1,74,71
NULL,NULL,239515-1,239557-1,10,7
NULL,NULL,239564-2,5399-130,970,967
NULL,NULL,256301-1,256500-2,81,78
NULL,NULL,256315-2,256494-0,67,64
NULL,NULL,264678-129,239511-0,293,290
NULL,NULL,45502-0,256498-0,33,30
NULL,NULL,269516-128,45502-2,291,288
NULL,NULL,5432-130,256492-2,96,93
NULL,NULL,5424-130,277279-128,887,884
NULL,NULL,256308-2,256298-0,474,471
NULL,NULL,256317-2,264270-130,81,78
NULL,NULL,277265-144,256312-0,19,16
NULL,NULL,269370-144,239561-0,55,52
NULL,NULL,256494-0,256315-0,127,124
NULL,NULL,239560-0,256492-0,8,5
NULL,NULL,239559-1,5400-128,710,707
NULL,NULL,239512-1,256323-1,550,547
NULL,NULL,239565-2,256296-2,361,358
NULL,NULL,239513-0,256307-1,2409,2406
NULL,NULL,277404-130,256322-2,24,21
NULL,NULL,239565-1,264678-130,237,234
NULL,NULL,256306-2,239564-2,143,140
NULL,NULL,5432-130,47265-2,12,9
NULL,NULL,5522-144,239560-1,10,7
NULL,NULL,239515-0,239558-1,171,168
NULL,NULL,256491-2,256318-1,18,15
NULL,NULL,269526-128,264521-130,1930,1927
NULL,NULL,239557-2,239515-1,86,83
NULL,NULL,264679-128,256494-0,159,156
NULL,NULL,45565-16,256494-0,32,29
NULL,NULL,239512-0,256494-0,234,231
NULL,NULL,239512-1,256323-2,7,4
NULL,NULL,256311-1,256323-2,109,106
NULL,NULL,239559-2,239564-2,307,304
NULL,NULL,239561-1,239559-2,11,8
NULL,NULL,256321-2,256317-1,1578,1575
NULL,NULL,277400-130,239558-0,73,70
NULL,NULL,239563-2,239564-0,2006,2003
NULL,NULL,5401-129,277254-129,7,4
NULL,NULL,256310-2,256309-0,32,29
NULL,NULL,5399-129,239564-0,228,225
NULL,NULL,256500-1,256309-0,414,411
NULL,NULL,239514-0,5401-129,67,64
NULL,NULL,239513-2,239561-2,125,122
NULL,NULL,6561-144,256299-0,123,120
NULL,NULL,5399-130,256311-2,7,4
NULL,NULL,256310-2,264679-129,154,151
NULL,NULL,264679-130,256315-0,20,17
NULL,NULL,264678-130,256319-2,27,24
NULL,NULL,264679-129,239562-0,150,147
NULL,NULL,239561-0,256307-0,644,641
NULL,NULL,264678-128,256319-2,4,1
NULL,NULL,264679-130,256315-2,94,91
NULL,NULL,277404-128,256296-2,118,115
NULL,NULL,5426-130,256304-2,36,33
NULL,NULL,256315-0,256310-2,72,69
NULL,NULL,239557-2,256310-2,308,305
NULL,NULL,277355-128,45514-0,148,145
NULL,NULL,256307-1,239515-2,48,45
NULL,NULL,5425-130,277279-130,4,1
NULL,NULL,256491-0,256307-2,11,8
NULL,NULL,256305-0,256320-2,3,0
NULL,NULL,256315-2,264521-130,23,20
NULL,NULL,256301-0,256299-1,612,609
NULL,NULL,239512-2,256494-2,39,36
NULL,NULL,5529-144,256494-0,270,267
NULL,NULL,256324-1,256321-0,333,330
NULL,NULL,45477-0,45473-1,871,868
NULL,NULL,264558-130,5562-129,10,7
NULL,NULL,256316-1,256313-0,31,28
NULL,NULL,5427-130,5423-130,574,571
NULL,NULL,239511-1,239513-2,240,237
NULL,NULL,269331-144,239559-2,280,277
NULL,NULL,239557-1,239562-0,79,76
NULL,NULL,239561-0,256492-0,259,256
NULL,NULL,256313-0,256325-2,169,166
NULL,NULL,264679-130,239562-1,1981,1978
NULL,NULL,239561-2,256307-1,281,278
NULL,NULL,239564-0,256306-2,244,241
