NULL,NULL,47353-0,264577-128,2,1
NULL,NULL,5421-129,256317-2,117,116
NULL,NULL,264296-129,6462-129,1,0
NULL,NULL,264273-129,6462-129,2,1
NULL,NULL,264472-128,6443-130,15,14
NULL,NULL,47244-1,6462-129,52,51
NULL,NULL,5419-129,256317-0,172,171
NULL,NULL,45353-2,5429-128,2,1
NULL,NULL,5419-129,5422-128,74,73
NULL,NULL,5422-128,5419-129,64,63
NULL,NULL,47244-1,6462-130,28,27
NULL,NULL,256632-2,264278-128,11,10
NULL,NULL,5397-128,5423-130,19,18
NULL,NULL,264661-128,264599-128,33,32
NULL,NULL,277403-130,256495-0,2,1
NULL,NULL,264270-129,5422-130,55,54
NULL,NULL,45436-1,45463-1,89,88
NULL,NULL,277347-128,45454-1,16,15
NULL,NULL,45439-1,264558-130,5,4
NULL,NULL,5421-130,264598-129,1,0
NULL,NULL,45353-1,5424-130,85,84
NULL,NULL,264270-130,5421-130,36,35
NULL,NULL,6439-130,264273-129,33,32
NULL,NULL,5421-130,5459-129,17,16
NULL,NULL,5397-130,5561-128,12,11
NULL,NULL,47244-1,47267-2,34,33
NULL,NULL,47244-0,264312-129,1,0
NULL,NULL,45439-0,5459-128,4,3
NULL,NULL,5397-129,5561-128,1,0
NULL,NULL,45436-1,269517-129,7,6
NULL,NULL,45463-0,264296-130,187,186
NULL,NULL,264296-128,45502-1,5,4
NULL,NULL,264598-130,45473-1,44,43
NULL,NULL,45353-2,264309-129,1,0
NULL,NULL,277403-130,256497-0,1,0
NULL,NULL,45439-0,47353-1,338,337
NULL,NULL,5422-129,264278-130,5,4
NULL,NULL,264661-128,264599-129,17,16
NULL,NULL,45353-1,5424-128,21,20
NULL,NULL,5421-130,264599-130,1,0
NULL,NULL,47244-0,47267-2,39,38
NULL,NULL,6462-130,256704-2,1,0
NULL,NULL,264599-128,264661-128,41,40
NULL,NULL,5561-128,5397-130,10,9
NULL,NULL,264472-128,6439-130,228,227
NULL,NULL,5561-130,277279-128,25,24
NULL,NULL,264661-129,45473-0,251,250
NULL,NULL,5422-130,264270-129,109,108
NULL,NULL,5422-130,264302-128,1,0
NULL,NULL,277403-128,256495-0,10,9
NULL,NULL,45353-2,264594-128,1,0
NULL,NULL,45463-1,269516-130,1,0
NULL,NULL,5422-130,47353-1,4,3
NULL,NULL,5562-129,47353-1,4,3
NULL,NULL,6435-130,264598-129,1,0
NULL,NULL,264661-128,256324-2,1,0
NULL,NULL,264273-128,264271-128,201,200
NULL,NULL,47244-1,264312-129,4,3
NULL,NULL,264472-129,47220-1,41,40
NULL,NULL,45436-2,269517-129,64,63
NULL,NULL,45463-2,269517-129,68,67
NULL,NULL,256632-1,5422-129,400,399
NULL,NULL,5397-129,256705-2,24,23
NULL,NULL,47244-0,264296-128,4,3
NULL,NULL,6462-129,45502-1,6,5
